latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,Result,Season
0.7133827,0.8536272,1.6048527,0.560278,1.86741,1.9715487,3.1031764,0.0,1.5838916,0.16370994,0.46485335,0.0,0.5468769,0.4815104,0.0,1.7866148,2,2006
1.3843117,0.687338,1.8205307,0.4909504,1.7441188,1.467304,0.0,1.9461544,0.33928582,0.0,0.21541876,0.0,1.5878243,0.76475275,0.0,1.6856301,2,2006
1.0876204,0.7010667,0.9304381,0.57459104,1.3946455,1.2661258,0.0,0.8588041,0.07221015,0.0,0.48844332,0.062087797,0.83487415,0.35015732,0.0,1.8888874,1,2006
0.8883146,0.0,0.481573,0.27523735,1.311913,0.75578994,0.0,0.94628704,4.9447117,0.0,0.30758047,3.4626145,3.541253,0.0,0.0,1.4897306,1,2006
1.3555671,0.8922515,0.958654,0.25449648,1.2492391,1.4647036,0.0,0.59586155,0.0,0.17399937,0.3916055,0.3148553,0.28962114,0.14055985,0.0,1.9625425,2,2006
0.7475954,0.8959819,1.7692758,1.2866042,2.1496003,0.95045626,0.20503241,1.1034913,0.5113606,0.0,0.40554202,0.0,2.1043372,0.8890987,0.0,2.067373,1,2006
1.2007993,1.1489359,0.63304335,0.6348777,1.1733826,0.81298023,0.0,1.1202873,0.0,0.2164855,0.53426075,0.0,0.064418316,0.17471594,0.0,2.3555758,2,2006
0.79834706,0.9848782,0.94486094,1.1116457,1.9680668,0.76103663,0.0,0.61522925,0.4074966,0.065491915,0.7405076,0.0,1.295663,0.27116758,0.0,2.197383,1,2006
0.48495373,0.3810886,0.0,0.7841975,0.0,1.5120976,0.0,0.32797658,0.0,0.26108772,1.034595,0.57476974,0.0,2.032187,0.95099276,2.1979103,0,2006
1.23327,0.6442139,1.2714258,0.5003784,1.7797178,2.6978488,1.3197848,1.3255751,1.6105595,0.1903559,0.0,0.0,1.4637194,0.0,0.0,1.1831584,1,2006
0.9607948,1.7284938,0.7787827,0.17517513,0.65739673,1.0448574,0.0,0.98127127,0.0,0.21840137,1.056496,0.035965264,0.0,0.314322,0.07757315,2.0201075,0,2006
1.6572523,2.2879148,1.2842507,1.7674468,0.0,1.5402861,0.0,0.40063065,0.0,0.22631055,2.611499,0.0,0.0,0.96725583,4.6450357,2.226008,0,2006
1.8842928,0.5166608,0.93510664,0.97513473,0.48180047,0.8841068,0.0,2.5312269,0.957159,0.0,0.15008017,0.8329289,1.5773431,0.55342185,0.0,2.1546926,2,2006
0.5384228,1.9951909,0.18447554,0.71118736,0.0,0.4223725,0.0,1.475447,0.0,0.28820133,2.202598,0.0,0.0,1.1589248,2.18464,2.3415847,2,2006
0.92575496,0.83345807,1.0033563,0.8848028,1.6949548,1.3427145,0.0,2.18039,0.58747196,0.0,0.6928948,0.0,1.2902507,0.36066145,0.0,1.484865,0,2006
2.0199895,0.48778927,1.0744984,1.6306384,1.1876479,0.91981035,0.0,2.5393887,2.123174,0.0,0.070942044,0.08209567,2.3402774,0.17469698,0.0,2.168213,2,2006
1.0269578,1.3182747,1.2733862,0.5925814,1.9083753,1.524466,2.1640575,0.35660565,1.6461189,0.20717984,0.54451215,0.0,0.05004829,0.0,0.0,1.6233032,1,2006
0.31797117,1.3718803,0.91135776,0.0,0.773122,1.9121608,0.0,0.7464495,0.0,0.061449707,1.6022074,2.4803638,0.0,0.6811118,0.0,1.0115001,2,2006
0.36038363,1.3214846,0.5553657,0.7768686,0.43119818,0.35944682,0.0,1.1208279,0.0,0.014467895,1.018613,0.18869229,0.0,0.81398773,0.0,2.3874187,0,2006
1.0930104,0.80705065,1.3669181,0.0,1.1122805,1.33322,0.0,0.69124645,0.0,0.0,1.2560812,2.0289557,0.30435917,0.90871656,0.0,1.5747898,0,2006
0.9168631,1.0507691,0.89149755,0.50017244,1.8903519,2.2333283,0.0,0.1396296,0.0,0.50988007,0.4824497,0.0,0.27677527,0.15458745,0.0,1.6090857,2,2006
0.92392457,0.5648414,1.504116,0.60968745,1.7657701,2.1615796,2.376963,0.85017985,2.9141836,0.0554294,0.41748375,0.0,1.601934,0.18172622,0.0,1.2610834,2,2006
0.9919163,0.58517826,1.2851684,0.92485034,1.5502329,1.7550445,0.64102066,0.95286614,1.4193482,0.0,0.0,0.0,2.0769386,0.4564716,0.0,1.768978,1,2006
1.3662951,0.6043611,1.0819548,1.127228,1.7320521,0.7646942,0.060800828,1.8817174,1.3933942,0.0,0.5223427,0.0,2.1742992,0.5473824,0.0,2.0491242,1,2006
0.45385906,0.4750591,0.2064293,0.5701624,0.0,0.57425535,0.0,1.5051223,0.0,0.0,1.3491645,0.0,0.0,1.9592314,1.6999171,2.138562,0,2006
1.2387822,0.8702413,0.72664803,0.91768587,1.1180829,0.73077005,0.0,1.882751,0.42018288,0.0,0.55300623,0.0,0.97186774,0.23230737,0.0,2.0551364,2,2006
1.1236583,1.4002262,2.1151252,1.7758615,2.3015153,1.181539,0.8001631,2.208729,1.1580305,0.0,0.0,0.0,3.2142415,1.3356395,0.0,2.1912174,2,2006
1.0186346,1.1322266,0.8417428,0.53556037,0.6894264,1.6077201,0.0,0.12736332,0.0,0.23183292,0.7348321,2.5901198,0.20836782,0.56066835,0.0,2.0247235,0,2006
0.36472815,1.2046001,0.99997056,1.4144058,1.986039,1.230161,0.42593563,1.247411,0.6279878,0.0,0.39153236,0.0,1.6535153,0.43394348,0.0,1.8055933,0,2006
0.9735857,0.9430546,0.020907879,1.050279,0.0,1.0000384,0.0,0.8985495,0.0,0.33335477,2.1540306,0.0,0.0,0.799978,3.3110404,2.2718546,0,2006
0.3628038,1.2853072,0.28734547,1.4306302,0.45524725,0.3577116,0.0,2.092947,0.0,0.0,0.80645657,0.0,0.7675022,1.0929009,0.0,2.405022,0,2006
0.43068197,1.0317869,0.31289458,0.46556386,0.9938203,1.5092328,0.0,1.0679717,0.0,0.2602299,0.63724226,0.0,0.0,0.3309365,0.0,1.775053,1,2006
0.97168773,0.22807282,1.0349882,0.76074916,1.8406532,1.1762962,3.533566,0.53070563,3.2924523,0.0,0.47987702,0.0,0.74919486,0.35589176,0.0,1.9946556,2,2006
0.972542,1.8229008,0.98602784,0.26847604,0.5530307,1.0566975,0.0,0.0,0.0,0.24520952,2.0054598,3.7386742,0.0,0.5694479,0.35870147,2.1498811,0,2006
0.71931994,0.5817442,1.2357898,1.11369,1.2331759,1.2159659,2.536408,1.022941,5.246497,0.0,0.0,0.20554814,2.586031,0.124495804,0.0,1.8705764,0,2006
0.7277532,1.2454424,1.1531589,0.5222596,1.840796,1.51305,0.03809499,0.0062874556,0.0,0.28669018,0.7572745,0.0,0.27043074,0.24138474,0.0,1.7417554,0,2006
1.0398529,0.97659427,0.95055664,0.5004816,1.632445,1.3231465,0.0,0.93926245,0.28366944,0.0,0.60857147,0.55330074,0.9800495,0.02046132,0.0,1.7456458,2,2006
1.3856704,0.75199294,1.2364136,0.72283846,0.873556,1.3796203,0.0,1.3936845,0.0,0.0062924623,0.0,0.0,0.52670866,1.0846564,0.0,2.2359197,0,2006
0.39171135,1.6631598,0.95267403,0.53299975,0.9758475,1.0678539,0.0,0.0,0.0,0.18673778,1.3784177,2.1810136,0.083969474,0.27678138,0.0,2.088907,1,2006
0.20088702,0.68029016,0.008457184,0.9951557,0.33988637,0.8076427,0.0,1.9194765,0.0,0.0,0.9251336,0.0,0.21483648,1.4277713,0.25249124,1.9899931,0,2006
1.7575064,0.8929305,1.2200693,1.675576,0.8350685,1.5029533,0.0,2.8946724,0.1306753,0.0041778088,0.0,0.0,1.7200062,0.91644305,0.0,2.0606773,2,2006
1.2403878,0.8588684,1.0721538,0.08116138,1.1165469,0.79426104,0.0,0.33550656,0.0,0.09964192,1.0098544,0.92591786,0.34290713,0.80232006,0.0,2.3329344,0,2006
0.6674821,1.0069897,1.4381149,0.9669757,1.8758243,2.211277,1.3070275,0.91081566,1.8538997,0.054601252,0.0,0.0,2.1019342,0.0,0.0,1.4181727,0,2006
0.8570806,0.74850684,0.38348764,1.145811,0.38355744,1.0936298,0.0,2.0713234,0.0,0.06467533,0.34504476,0.0,0.23316276,0.9774295,0.0,2.1614702,1,2006
1.7143712,0.37634847,1.1548976,0.5364631,1.7796042,1.0507337,0.26774317,1.5682926,1.0177487,0.0,0.49262252,0.0,1.6936061,0.6607628,0.0,1.9226665,2,2006
0.5666946,1.5598139,1.3527411,0.0,0.8009208,1.6555121,0.0,1.6162326,0.0,0.011420071,0.524804,0.05214742,0.0,0.53305674,0.0,1.3392107,0,2006
0.90547895,0.8193892,2.2729826,0.4957329,0.1976074,1.0967647,4.3440886,2.315152,7.845637,0.0,0.0,0.49201483,3.1138055,2.471926,0.057681486,2.0053158,1,2006
0.66726553,0.964917,0.92485875,0.0,0.6996978,1.4966886,0.0,1.2876647,0.0,0.028812349,0.6922928,0.34788382,0.0,0.82127297,0.0,1.6223726,0,2006
1.1057861,1.3182547,0.5465215,1.0546458,1.0934081,0.7708856,0.0,1.6568594,0.4131495,0.19002777,0.35264233,0.0,0.44715458,0.0,0.0,2.155589,0,2006
0.7905974,1.0462226,0.9731078,0.08626431,1.0898814,1.9663521,0.0,1.1593838,1.5432608,0.23637676,0.0,1.0923952,1.4358475,0.15148318,0.0,1.4693561,2,2006
0.5910648,1.863429,1.2627652,1.3595982,1.3897316,1.6086199,0.0,0.94853646,0.0,0.2017873,0.20702887,0.0,0.5682626,0.3377482,0.0,2.0526006,2,2006
1.3116685,1.6815132,0.93824303,1.6962745,0.0,1.6873744,0.0,1.1890265,0.0,0.2345478,1.8061268,0.0,0.0,0.89746165,4.7013,1.937971,0,2006
1.3225276,0.49533516,1.0696495,0.7384485,0.40971377,0.65634996,0.0,2.240189,0.0,0.0,0.767223,0.0,0.69627756,1.9144487,0.036445186,2.1889737,0,2006
0.9524317,0.61606556,1.9194193,0.65684897,2.0692883,2.6153965,2.0788164,0.49727267,1.6162932,0.06978297,0.017463207,0.0,2.1553454,0.5202724,0.0,1.5535289,0,2006
1.0856192,0.88101983,0.0,0.91534495,1.0530193,0.45509005,0.0,1.2775911,1.0672834,0.08683026,0.83052963,0.6658666,1.1467385,0.0,0.0,2.1987214,2,2006
1.2734492,1.4971546,1.3720552,0.7446374,1.7970089,1.8124877,0.13873303,0.6611092,0.0,0.28975344,0.10750395,0.0,0.43825817,0.0,0.0,1.9418564,1,2006
1.1215297,1.3932849,1.0282711,0.0,1.3586048,1.2879283,0.0,0.024249554,0.0,0.48976567,1.0037358,0.0,0.0,0.0776912,0.0,2.0004232,0,2006
1.3035988,0.8387214,1.262118,1.204217,1.371675,0.94349766,0.61870885,1.4953256,1.7459612,0.0,0.027732909,0.0,1.8169796,0.26521277,0.0,2.0208914,2,2006
0.9202013,0.97410417,1.1630557,0.49376726,0.8233932,1.0419357,0.0,0.60918605,0.0,0.076520324,0.57500285,0.76222414,0.12543371,0.54818714,0.0,2.2325592,0,2006
0.083507776,0.6166664,1.2753339,0.022679925,0.0,0.6977773,0.0,1.1776671,0.0,0.0,3.0482993,1.8116671,0.0,2.038286,3.4393845,1.1735083,0,2006
0.50658095,1.3198147,1.2320868,0.9696859,1.5941825,1.7627741,1.0272002,1.1282002,2.2981389,0.023640215,0.0,0.25021833,2.0647218,0.03362608,0.0,1.4333967,2,2006
1.6900132,0.352404,0.45131117,0.77798957,1.530057,1.0392824,0.0,1.1218848,0.0,0.12027347,0.47327542,0.0,1.2874599,0.5602139,0.0,2.3738916,0,2006
0.6496825,1.2779446,0.9495011,1.2521577,1.941491,1.5320462,0.32293546,2.0317488,1.3244271,0.0,0.5345935,0.0,1.9043355,0.22194457,0.0,1.310855,0,2006
0.50216424,0.7537725,0.0,0.28999236,0.6294919,0.7025337,0.0,0.0,0.0,0.2663359,2.1443882,3.0985231,0.0,0.30375051,0.0,2.2715158,0,2006
1.0690851,0.73504287,1.019521,2.1484408,1.4128355,1.5379708,0.0042886585,2.4176395,0.8279745,0.0,0.0,0.0,2.5731137,0.95121866,0.0,1.9105711,2,2006
0.4240838,1.049576,0.9381091,0.27168715,0.9708644,1.3622609,0.0,0.92373127,0.0,0.03614539,0.86898303,1.4570082,0.19276959,0.0,0.0,1.5085303,0,2006
1.9132583,1.3011633,1.1698886,0.8612777,1.4846123,0.119201005,0.0,2.3229275,0.760458,0.0,1.0562235,0.0,0.89678544,0.21112508,0.0,2.2955785,0,2006
1.5725148,1.5404302,1.7919805,1.3684264,1.9715465,1.1433845,1.0485846,2.50831,1.0579393,0.0,0.0,0.0,2.363073,1.4908174,0.0,2.2209246,0,2006
0.90698856,0.8429687,1.3841815,0.5331292,1.8344653,1.6694019,0.411646,1.2016661,0.22223985,0.0,0.2502443,0.0,0.7982162,0.49478042,0.0,1.5200226,0,2006
0.30177563,1.6359587,2.031083,0.99520946,2.017316,2.4325566,1.9760551,1.4230747,1.6637173,0.10371435,0.0,0.0,1.8780413,0.052707076,0.0,1.2788676,2,2006
1.8287044,1.8117373,1.6157808,2.1392498,0.0,2.0805714,0.0,1.2944497,0.0,0.0,0.2703496,0.0,0.0,1.1803051,3.3595893,2.3700778,0,2006
1.2501668,0.001814425,0.0935151,0.0,0.0,0.56108797,0.0,1.4099422,0.0,0.0,1.5408573,0.4080251,0.0,1.4977264,1.4720124,2.1175392,0,2006
1.0038512,1.2127292,1.479251,0.6059564,0.8975554,0.937592,0.0,1.4272829,0.0,0.0,0.11940336,0.0,0.49889624,0.9005983,0.0,2.2450097,1,2006
1.276871,0.21864429,0.075968206,1.0293067,1.0300366,1.0272297,0.0,0.9712846,1.5867851,0.0,0.47815588,2.157837,1.667388,0.0,0.0,1.5740206,2,2006
0.3524224,1.276209,0.91694474,1.1887971,0.95766616,1.1508831,0.07734949,1.2888466,2.5286932,0.045127094,0.0,1.1433113,2.636403,0.41395414,0.0,2.043826,0,2006
1.4349177,1.283652,1.7537272,0.0469954,2.0353863,2.3173785,1.7117068,0.0,0.8288219,0.49416998,0.6266011,0.0,0.0,0.0,0.0,1.4688373,2,2006
0.92632973,0.14606768,1.2514646,0.8616849,1.044155,1.9859054,0.0,0.5546643,0.0,0.102671504,0.0,0.0,1.0199006,1.1643384,0.0,1.9771295,0,2006
1.000768,0.71155065,0.59768414,0.7280305,0.3986299,1.3213029,0.0,1.5195994,0.0,0.1186437,0.17985627,0.0,0.04755187,0.9652762,0.0,2.1292934,1,2006
0.5414672,0.78290117,0.6133846,0.44824153,0.0,0.45524743,0.0,0.9795939,0.0,0.0,1.5828848,0.0,0.0,1.7098556,1.8012624,2.2374642,0,2006
1.6621611,0.57631963,0.07085931,0.26918313,1.1439244,0.65146285,0.0,1.4518845,1.2316971,0.0,0.9605969,0.95070946,1.2280023,0.20569569,0.0,2.0119915,0,2006
0.29861066,1.6528529,1.7470176,1.4633869,1.7760613,1.6101781,0.6690399,1.1717443,0.6085812,0.0,0.0,0.0,1.6053191,0.11184615,0.0,1.8129696,2,2006
0.58916736,1.0300481,1.6356612,0.17803934,1.2162645,1.3967258,4.5207324,1.7276032,4.836611,0.0,0.6272309,0.0,1.2287612,1.8090043,0.0,1.5206422,2,2006
1.4509931,0.034725428,0.0,1.2277967,0.85097,0.7104189,0.0,0.5805805,1.4087183,0.0,0.9083678,3.4626322,1.6377916,0.0,0.0,1.6188786,2,2006
0.8834893,1.3548313,1.2800633,0.32693246,2.1053066,1.8447243,0.27656034,0.0,0.0,0.4253253,0.80810475,0.0,0.21227258,0.08291513,0.0,1.5571516,2,2006
1.864058,0.61842906,1.184082,0.6014115,1.6623236,1.0199052,0.0,1.6972532,0.49777776,0.0,0.5749904,0.0,1.2345548,0.52379405,0.0,1.9302323,0,2006
0.4616327,1.2506802,0.3715201,1.5747135,1.67311,1.2754412,0.18383422,1.8316584,1.1120477,0.04906261,0.3375195,0.0,2.1325042,0.53849864,0.0,1.8044838,0,2006
0.28028148,0.2239205,1.0698153,0.49567598,0.9611261,2.5162272,0.0,0.0,0.0,0.36776054,0.21760234,0.0,0.24191132,1.1835455,0.0,1.5872663,1,2006
1.0266426,1.4584367,2.0981429,0.5829229,2.054268,1.82323,2.3483536,1.4859054,2.0364802,0.0,0.0185107,0.0,1.306757,0.34491143,0.0,1.5678403,2,2006
0.5127611,0.6919133,0.7101077,0.608611,0.41473457,0.9688637,2.9930665,1.462727,8.5521555,0.0016834736,0.0,1.9063371,3.0190825,0.26011926,0.0,1.7202759,2,2006
0.0,1.5035657,0.86472523,1.3178818,1.1235787,1.673191,0.0,1.4017954,0.08190012,0.20602614,0.0,0.0,1.0160861,0.07514322,0.0,1.7099953,2,2006
1.3470505,1.0097544,2.1667502,0.44424576,1.8993392,2.1338527,2.055587,1.4856856,1.455472,0.0,0.0,0.0,1.4539185,0.522745,0.0,1.5857211,0,2006
1.4007452,1.9030361,1.2336605,1.6556845,0.0,0.8154429,0.0,1.4114954,0.0,0.06881559,1.7671044,0.0,0.0,0.6657571,4.46633,2.4053152,0,2006
1.3957336,0.32680026,0.0,0.23849878,0.2679859,0.06528741,0.0,1.1873103,0.0,0.22726524,1.4263859,0.0,0.0,1.3009573,0.45893502,2.86123,0,2006
1.2774836,0.9500368,0.8524845,0.66952735,0.0,0.6390263,0.0,0.6012429,0.0,0.0,3.2538407,2.0853076,0.0,1.7133633,4.06519,2.0493622,0,2006
0.27264136,1.0629251,0.68395656,0.6065126,0.6813037,1.0898726,0.0,1.079912,0.0,0.0,0.7046336,0.6271759,0.44499117,0.6504612,0.0,1.8499037,1,2006
0.65141976,1.0592258,1.5195036,0.3721717,0.0,1.0415803,0.0,0.13377923,0.0,0.0,3.6114573,8.502358,0.0,1.9420013,1.3087363,1.2246679,0,2006
1.8278868,0.7674398,1.0693866,1.2281609,1.0483094,1.1502787,0.0,1.8658102,0.1512514,0.0,0.0,0.0,1.0801433,0.46988317,0.0,2.2350914,1,2006
0.8295736,0.6218909,1.324015,0.37047136,1.5851696,1.8566061,0.13383219,0.8918061,1.1784426,0.0,0.15472078,0.5210453,1.8299131,0.42196423,0.0,1.4437826,2,2006
0.9632204,0.30611065,0.9110925,0.16131645,1.4171395,1.0666375,0.0,1.3207928,2.9351602,0.0,0.4898591,1.7179507,2.6068997,0.660666,0.0,1.4817002,2,2006
1.3642712,0.11757672,1.2831268,0.0,0.84178686,1.1378746,0.0,1.3434292,3.711408,0.0,0.0,2.6934423,2.822222,0.91414994,0.0,1.7436846,0,2006
0.7475936,0.75044644,0.72404605,1.1567495,1.206939,1.410501,0.0,1.4996899,0.19958681,0.0,0.16558784,0.0,1.5955794,0.73229825,0.0,1.8443167,0,2006
0.7589111,1.2585399,1.0497733,0.005364716,0.9265902,1.2716119,0.0,0.6308632,0.0,0.14740175,0.8679719,0.6597461,0.0,0.0,0.0,1.7701845,1,2006
1.0195986,1.1364958,2.1056366,1.4414648,0.7373,1.9359068,0.0,0.016199887,0.0,0.023519278,3.0591183,11.018309,1.6693561,1.8432331,0.0,0.65661514,0,2006
